"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
33,"admin.","married","high.school","no","yes","no","cellular","nov","wed",323,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
35,"management","single","","no","no","no","telephone","may","fri",126,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
34,"technician","divorced","professional.course","no","yes","yes","cellular","apr","fri",180,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
53,"admin.","married","university.degree","no","yes","no","cellular","apr","tue",142,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
21,"student","single","","no","no","no","cellular","may","mon",288,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
22,"blue-collar","single","basic.6y","","no","no","telephone","may","fri",178,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
30,"blue-collar","married","professional.course","no","yes","no","cellular","may","fri",168,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
41,"admin.","divorced","high.school","no","yes","yes","cellular","aug","thu",98,3,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"no"
36,"blue-collar","married","","no","no","no","cellular","apr","fri",315,1,6,1,"success",-1.8,93.749,-34.6,0.663,5008.7,"yes"
35,"self-employed","married","high.school","no","no","no","cellular","jul","mon",187,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
53,"housemaid","married","university.degree","no","yes","no","cellular","apr","thu",494,1,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes"
35,"admin.","married","high.school","","no","no","telephone","may","fri",290,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"retired","married","high.school","no","no","no","cellular","nov","tue",486,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
45,"services","married","high.school","","yes","no","telephone","may","mon",787,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"unemployed","married","university.degree","no","yes","no","cellular","jun","mon",579,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
35,"student","single","university.degree","no","yes","no","cellular","oct","tue",79,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"yes"
52,"management","married","university.degree","no","no","no","telephone","nov","mon",22,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"management","single","university.degree","no","no","no","cellular","jul","mon",403,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"technician","single","high.school","no","no","no","telephone","may","mon",388,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"technician","married","professional.course","no","yes","no","cellular","apr","tue",232,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
41,"management","married","university.degree","no","no","no","telephone","may","fri",106,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"blue-collar","divorced","basic.4y","","no","no","telephone","jun","mon",193,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
28,"student","single","high.school","no","no","yes","cellular","may","wed",472,1,3,5,"success",-1.8,93.876,-40,0.69,5008.7,"yes"
36,"blue-collar","married","basic.4y","","no","yes","telephone","may","wed",449,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"admin.","married","university.degree","no","no","no","cellular","aug","mon",268,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
40,"housemaid","married","high.school","","yes","no","telephone","jun","mon",100,7,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
35,"admin.","married","university.degree","no","no","no","telephone","may","fri",353,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
53,"technician","married","professional.course","no","yes","yes","cellular","sep","fri",730,1,999,1,"failure",-3.4,92.379,-29.8,0.803,5017.5,"yes"
27,"admin.","single","high.school","","yes","no","cellular","may","tue",132,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
26,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",109,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"technician","divorced","professional.course","no","no","no","telephone","may","wed",240,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
37,"services","divorced","high.school","no","no","no","cellular","may","thu",36,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"admin.","married","high.school","no","no","no","cellular","jul","fri",59,7,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,"no"
35,"","single","basic.4y","","no","no","telephone","may","thu",82,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
36,"blue-collar","married","basic.9y","","no","no","telephone","may","wed",229,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
25,"services","single","high.school","no","yes","no","cellular","jul","mon",75,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"admin.","married","basic.9y","","no","no","cellular","jul","wed",108,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
54,"services","divorced","high.school","","no","no","telephone","may","wed",349,5,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
37,"technician","single","university.degree","no","yes","no","cellular","aug","thu",210,2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
52,"technician","married","high.school","","no","no","telephone","may","wed",68,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
49,"blue-collar","married","basic.4y","","no","no","telephone","jun","fri",190,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",1327,5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes"
32,"technician","single","high.school","no","no","no","cellular","aug","tue",106,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
31,"student","single","","","yes","no","telephone","jun","fri",16,8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
48,"admin.","married","basic.9y","no","no","no","cellular","may","fri",311,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
31,"technician","single","professional.course","no","yes","no","cellular","aug","fri",122,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
54,"technician","married","professional.course","","yes","no","cellular","aug","wed",121,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
59,"blue-collar","divorced","basic.4y","","yes","no","cellular","jul","mon",254,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"admin.","married","university.degree","no","no","no","cellular","aug","thu",25,11,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
60,"retired","married","university.degree","no","yes","no","cellular","may","tue",133,1,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"yes"
34,"admin.","married","university.degree","no","yes","yes","cellular","may","mon",582,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
30,"admin.","single","university.degree","no","no","no","cellular","nov","thu",278,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
32,"technician","single","university.degree","no","yes","no","cellular","may","tue",51,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
58,"blue-collar","married","basic.4y","","yes","no","telephone","jun","wed",23,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
29,"admin.","single","university.degree","no","yes","yes","cellular","jun","thu",449,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
28,"admin.","single","university.degree","no","yes","no","cellular","may","mon",442,1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"yes"
62,"admin.","married","university.degree","no","no","no","cellular","aug","thu",68,1,999,1,"failure",-2.9,92.201,-31.4,0.851,5076.2,"no"
35,"services","divorced","professional.course","","no","no","telephone","may","wed",184,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"blue-collar","single","basic.9y","no","no","no","telephone","may","fri",489,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
41,"blue-collar","married","basic.6y","no","","","telephone","jun","tue",202,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
43,"blue-collar","married","professional.course","no","no","yes","cellular","nov","fri",432,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
39,"technician","married","professional.course","no","no","no","telephone","nov","wed",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
39,"blue-collar","married","high.school","","no","no","telephone","may","wed",278,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
45,"admin.","married","","no","yes","no","cellular","may","fri",271,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"yes"
30,"admin.","married","","no","yes","no","cellular","nov","thu",305,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
30,"admin.","married","university.degree","no","no","no","cellular","aug","mon",514,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
54,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",104,9,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
60,"blue-collar","married","basic.4y","","no","yes","telephone","jul","wed",271,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"unemployed","divorced","high.school","no","no","yes","cellular","nov","mon",57,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
32,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",150,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
44,"services","divorced","high.school","no","no","no","telephone","may","thu",71,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
30,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","mon",202,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
27,"blue-collar","single","basic.4y","no","no","yes","cellular","jul","thu",83,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
39,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","tue",110,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
34,"technician","divorced","","no","yes","yes","cellular","jul","thu",8,8,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
40,"blue-collar","single","basic.9y","no","yes","yes","telephone","may","wed",325,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
35,"services","single","basic.4y","no","no","no","telephone","may","tue",329,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"admin.","single","university.degree","no","yes","no","telephone","may","tue",659,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"technician","single","university.degree","no","no","no","cellular","aug","wed",50,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
52,"technician","married","high.school","no","yes","no","cellular","aug","wed",13,14,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","wed",157,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
49,"housemaid","married","basic.4y","no","no","no","telephone","may","fri",556,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"technician","single","university.degree","no","yes","no","cellular","aug","thu",250,3,999,5,"failure",-1.7,94.027,-38.3,0.904,4991.6,"no"
29,"unemployed","married","basic.4y","no","no","no","telephone","dec","thu",805,1,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
34,"admin.","married","professional.course","no","yes","yes","cellular","sep","tue",409,1,999,1,"failure",-1.1,94.199,-37.5,0.877,4963.6,"yes"
34,"technician","married","professional.course","no","yes","no","cellular","apr","fri",171,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"housemaid","married","basic.6y","","yes","no","telephone","may","fri",201,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"services","married","high.school","","yes","yes","cellular","apr","fri",294,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
47,"technician","married","basic.9y","no","no","yes","cellular","nov","wed",208,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
56,"management","married","basic.9y","no","yes","yes","cellular","nov","fri",62,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
39,"management","married","high.school","no","no","yes","cellular","jul","thu",245,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
42,"blue-collar","married","university.degree","","yes","no","cellular","may","thu",462,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
29,"technician","married","professional.course","no","yes","no","cellular","jul","wed",332,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"services","divorced","high.school","no","yes","no","telephone","may","thu",209,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"services","married","basic.9y","no","no","no","telephone","jun","wed",37,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
32,"services","married","high.school","no","no","no","telephone","jun","thu",653,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"blue-collar","married","basic.9y","no","no","yes","cellular","apr","mon",276,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.466,5099.1,"no"
57,"blue-collar","married","basic.4y","","yes","no","cellular","aug","wed",89,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"admin.","single","university.degree","no","no","no","cellular","aug","mon",242,1,6,5,"success",-1.7,94.027,-38.3,0.904,4991.6,"yes"
37,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",178,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
40,"technician","married","professional.course","no","no","no","telephone","jun","tue",61,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
24,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",112,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
24,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",393,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
50,"self-employed","married","professional.course","no","yes","yes","cellular","jul","mon",106,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
44,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",17,25,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
38,"admin.","single","","","no","no","telephone","jun","tue",681,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
58,"retired","married","basic.9y","no","yes","no","cellular","nov","wed",341,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
29,"technician","married","university.degree","no","no","yes","telephone","jun","fri",252,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
46,"admin.","single","university.degree","","no","no","telephone","jun","tue",193,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
45,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","thu",265,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
35,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",58,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no"
39,"management","married","university.degree","no","yes","no","telephone","may","wed",51,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"admin.","single","","","yes","no","cellular","jul","thu",51,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
43,"technician","married","university.degree","no","yes","no","cellular","aug","mon",134,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
42,"self-employed","married","university.degree","no","yes","no","cellular","aug","fri",219,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
37,"management","married","university.degree","no","no","no","cellular","nov","tue",96,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
31,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",1279,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
30,"blue-collar","single","university.degree","no","yes","no","cellular","nov","fri",7,5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
42,"admin.","married","university.degree","no","no","no","cellular","may","mon",98,2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
39,"blue-collar","single","basic.4y","","yes","no","telephone","jul","fri",129,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
37,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","fri",43,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
51,"technician","married","basic.9y","no","yes","no","telephone","may","tue",676,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"blue-collar","married","basic.4y","no","no","no","telephone","jun","thu",96,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
81,"retired","married","basic.9y","no","no","no","cellular","may","mon",170,2,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","may","tue",359,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
53,"","married","basic.9y","no","no","yes","cellular","nov","wed",242,1,999,1,"failure",-3.4,92.649,-30.1,0.716,5017.5,"no"
47,"blue-collar","married","basic.4y","","yes","no","cellular","may","fri",173,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
